study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	timeraw
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD2.5	336.0	hr	NA	20.4469273743016	NA	NA	NA	g	NA	24.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	316.0	hr	NA	5.13966480446926	NA	NA	NA	g	NA	4.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	320.0	hr	NA	8.71508379888268	NA	NA	NA	g	NA	8.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	324.0	hr	NA	16.536312849162	NA	NA	NA	g	NA	12.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	328.0	hr	NA	21.2290502793296	NA	NA	NA	g	NA	16.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	332.0	hr	NA	28.6033519553072	NA	NA	NA	g	NA	20.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD10	336.0	hr	NA	33.7430167597765	NA	NA	NA	g	NA	24.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	316.0	hr	NA	8.04469273743016	NA	NA	NA	g	NA	4.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	320.0	hr	NA	13.8547486033519	NA	NA	NA	g	NA	8.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	324.0	hr	NA	25.2513966480446	NA	NA	NA	g	NA	12.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	328.0	hr	NA	34.8603351955307	NA	NA	NA	g	NA	16.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	332.0	hr	NA	42.3463687150838	NA	NA	NA	g	NA	20.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD20	336.0	hr	NA	48.9385474860335	NA	NA	NA	g	NA	24.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	316.0	hr	NA	7.59776536312848	NA	NA	NA	g	NA	4.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	320.0	hr	NA	12.7374301675977	NA	NA	NA	g	NA	8.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	324.0	hr	NA	23.0167597765363	NA	NA	NA	g	NA	12.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	328.0	hr	NA	33.2960893854748	NA	NA	NA	g	NA	16.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	332.0	hr	NA	42.2346368715083	NA	NA	NA	g	NA	20.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD50	336.0	hr	NA	53.4078212290502	NA	NA	NA	g	NA	24.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	316.0	hr	NA	10.2793296089385	NA	NA	NA	g	NA	4.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	320.0	hr	NA	17.2067039106145	NA	NA	NA	g	NA	8.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	324.0	hr	NA	25.2513966480446	NA	NA	NA	g	NA	12.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	328.0	hr	NA	30.8379888268156	NA	NA	NA	g	NA	16.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	332.0	hr	NA	43.1284916201117	NA	NA	NA	g	NA	20.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	336.0	hr	NA	55.4189944134078	NA	NA	NA	g	NA	24.0
