study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	timeraw
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	6.0	hr	NA	32.9798119653675	39.4554549939579	6.475643028590397	2.6436701960762625	ng/ml	NA	6.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	7.99794896543403	hr	NA	23.3021821992078	28.8306221671024	5.528439967894602	2.2569761658250656	ng/ml	NA	7.99794896543403
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	10.0	hr	NA	19.4777018141165	29.4839981105125	10.006296296395998	4.085053356878551	ng/ml	NA	10.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	12.0	hr	NA	12.1662896247289	15.052740397765	2.886450773036099	1.1783885936000835	ng/ml	NA	12.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	14.0	hr	NA	11.2485071966272	15.7427388789508	4.4942316823235995	1.8347624012571409	ng/ml	NA	14.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	18.0	hr	NA	8.03728722971794	9.83333262392298	1.7960453942050396	0.7332324617797025	ng/ml	NA	18.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	22.0	hr	NA	6.00604812518164	8.03728722971794	2.0312391045363	0.8292498919502924	ng/ml	NA	22.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	24.0	hr	NA	5.13407592714683	6.87041495932262	1.73633903217579	0.7088574415514448	ng/ml	NA	24.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	0.2	hr	NA	27.5669865532551	NA	NA	NA	ng/ml	NA	0.2
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	0.5	hr	NA	354.714012882693	679.386305254824	324.67229237213104	132.54690832190602	ng/ml	NA	0.5
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	1.0	hr	NA	536.941543998063	621.136925320076	84.19538132201296	34.37262048966486	ng/ml	NA	1.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	1.5	hr	NA	433.979870987444	519.192568047679	85.21269706023497	34.787937900655976	ng/ml	NA	1.5
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	2.0	hr	NA	327.955625727134	405.763059102512	77.80743337537797	31.76475166087898	ng/ml	NA	2.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	4.0	hr	NA	156.547884054853	202.567301679104	46.01941762425099	18.787348573243037	ng/ml	NA	4.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	6.0	hr	NA	115.68054889087	165.568647905085	49.88809901421499	20.3667311370452	ng/ml	NA	6.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	7.99794896543403	hr	NA	73.07132099102	92.4563490068807	19.385028015860698	7.913904548069221	ng/ml	NA	7.99794896543403
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	10.0	hr	NA	51.0539321748159	73.894674200986	22.840742026170105	9.324693885110056	ng/ml	NA	10.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	12.0	hr	NA	40.3496169367677	56.4709140686407	16.121297131873	6.581491994147131	ng/ml	NA	12.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	14.0	hr	NA	30.8355070967804	40.3496169367677	9.514109839987302	3.884119077460234	ng/ml	NA	14.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	18.0	hr	NA	20.8321835386366	29.4839981105125	8.6518145718759	3.532088508378675	ng/ml	NA	18.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	22.0	hr	NA	15.7427388789508	21.0669164674315	5.324177588480701	2.173586398623259	ng/ml	NA	22.0
FDAMB102002	NA	MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	24.0	hr	NA	14.5551616011646	19.2606763182358	4.705514717071198	1.9210183389968647	ng/ml	NA	24.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	0.2	hr	NA	3.06632373621704	4.29144357146944	1.2251198352524	0.5001530783551619	ng/ml	NA	0.2
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	0.5	hr	NA	387.978612783811	759.938747627346	371.96013484353495	151.8520891705811	ng/ml	NA	0.5
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	1.0	hr	NA	803.728722971794	1112.31734752486	308.588624553066	125.98077843038406	ng/ml	NA	1.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	1.5	hr	NA	909.154032978167	1087.66799727099	178.51396429282306	72.8780207464721	ng/ml	NA	1.5
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	2.0	hr	NA	794.77337360249	929.757798327358	134.98442472486806	55.1071606331754	ng/ml	NA	2.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	4.0	hr	NA	387.978612783811	474.677915748112	86.69930296430101	35.394842219584426	ng/ml	NA	4.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	6.0	hr	NA	226.584993482508	NA	NA	NA	ng/ml	NA	6.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	7.99794896543403	hr	NA	151.373084935224	181.095451551698	29.722366616474005	12.134105359715706	ng/ml	NA	7.99794896543403
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	10.0	hr	NA	123.724988160475	165.568647905085	41.843659744609994	17.082602557488595	ng/ml	NA	10.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	12.0	hr	NA	79.0333187238249	94.5516473291469	15.518328605321997	6.335331123979169	ng/ml	NA	12.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	14.0	hr	NA	67.5590755593955	80.82441670578	13.2653411463845	5.415552845431414	ng/ml	NA	14.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	18.0	hr	NA	52.2109453986782	64.5979860129871	12.387040614308908	5.056988154698052	ng/ml	NA	18.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	22.0	hr	NA	42.6746842350671	50.4850763081105	7.810392073043403	3.1885792116724767	ng/ml	NA	22.0
FDAMB102002	NA	MAD100	6.0	DAP100M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD100	24.0	hr	NA	40.3496169367677	49.3663089605716	9.016692023803898	3.681049104357091	ng/ml	NA	24.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	144.0	hr	NA	1.75712919688528	1.97520424023022	0.21807504334493988	0.08902876363840453	ng/ml	NA	0.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	144.2	hr	NA	2.57682811530783	4.0709875016534	1.4941593863455704	0.6099880151561138	ng/ml	NA	0.2
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	144.5	hr	NA	14.4328915640157	29.4321623818723	14.9992708178566	6.1234266695944655	ng/ml	NA	0.5
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	145.0	hr	NA	27.3205606535475	37.9906456433892	10.670084989841701	4.356043956207	ng/ml	NA	1.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	145.5	hr	NA	23.045524938816	27.6126790520935	4.5671541132775	1.8645328590305397	ng/ml	NA	1.5
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	146.0	hr	NA	16.5729392386182	21.8520364800294	5.2790972414112005	2.155182423998618	ng/ml	NA	2.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	148.0	hr	NA	9.23332171068733	11.0631781944141	1.8298564837267701	0.7470357812756695	ng/ml	NA	4.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	150.0	hr	NA	6.6400431358409	7.54393872849665	0.9038955926557506	0.3690138304595305	ng/ml	NA	6.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	151.99794896543403	hr	NA	5.1441828504621	5.84445001909687	0.7002671686347703	0.28588287446311467	ng/ml	NA	7.99794896543403
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	154.0	hr	NA	3.58321211098098	4.1585089866433	0.5752968756623198	0.23486396599834364	ng/ml	NA	10.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	156.0	hr	NA	3.32613562477752	3.90143179062346	0.5752961658459403	0.23486367621702017	ng/ml	NA	12.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	158.0	hr	NA	2.77599074490684	3.1538807296918	0.37788998478495994	0.1542729402718751	ng/ml	NA	14.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	162.0	hr	NA	1.63106448574064	1.85309798308954	0.2220334973489	0.09064479571840109	ng/ml	NA	18.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	166.0	hr	NA	1.59673651233363	1.85309798308954	0.2563614707559101	0.10465913217690191	ng/ml	NA	22.0
FDAMB102002	NA	MAD2.5	6.0	DAP2.5M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	168.0	hr	NA	1.54659443593981	1.81409701234913	0.26750257640931996	0.10920746951378378	ng/ml	NA	24.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	144.0	hr	NA	5.66091763471545	NA	NA	NA	ng/ml	NA	0.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	144.2	hr	NA	5.78262076389348	NA	NA	NA	ng/ml	NA	0.2
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	144.5	hr	NA	79.9838508335733	133.263531026022	53.27968019244871	21.75133835502853	ng/ml	NA	0.5
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	145.0	hr	NA	130.458818527418	175.712919688528	45.254101161109986	18.47490943550187	ng/ml	NA	1.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	145.5	hr	NA	92.8255297693474	114.827573983428	22.0020442140806	8.982296937108734	ng/ml	NA	1.5
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	146.0	hr	NA	68.9187167588872	87.0870963575626	18.1683795986754	7.417209911657759	ng/ml	NA	2.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	148.0	hr	NA	37.1910807673449	50.0920785713584	12.9009978040135	5.266810298766562	ng/ml	NA	4.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	150.0	hr	NA	24.5640646057954	29.4321623818723	4.8680977760768975	1.987392594894327	ng/ml	NA	6.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	151.99794896543403	hr	NA	21.1658202670984	NA	NA	NA	ng/ml	NA	7.99794896543403
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	154.0	hr	NA	14.2802039829913	NA	NA	NA	ng/ml	NA	10.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	156.0	hr	NA	12.4362150027241	NA	NA	NA	ng/ml	NA	12.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	158.0	hr	NA	10.3792573856765	11.7921646234793	1.4129072378028003	0.576816964417012	ng/ml	NA	14.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	162.0	hr	NA	7.3070375559408	8.39049395554481	1.0834563996040103	0.44231922293046927	ng/ml	NA	18.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	166.0	hr	NA	6.85531970896092	NA	NA	NA	ng/ml	NA	22.0
FDAMB102002	NA	MAD10	6.0	DAP10M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	168.0	hr	NA	5.97009888056177	7.22973538236574	1.2596365018039695	0.5142444484673513	ng/ml	NA	24.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	144.0	hr	NA	6.7827963217472	8.94336909858769	2.16057277684049	0.8820501425678915	ng/ml	NA	0.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	144.2	hr	NA	8.7551437161645	12.8394090322808	4.0842653161163	1.6673943331053285	ng/ml	NA	0.2
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	144.5	hr	NA	88.9593673958738	136.128541573379	47.16917417750521	19.256734720558697	ng/ml	NA	0.5
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	145.0	hr	NA	241.752973489404	286.599102989757	44.84612950035299	18.308355702440124	ng/ml	NA	1.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	145.5	hr	NA	164.850424298215	203.92422579584	39.073801497625	15.951812663329738	ng/ml	NA	1.5
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	146.0	hr	NA	107.72898387812	136.128541573379	28.399557695259006	11.594070879019336	ng/ml	NA	2.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	148.0	hr	NA	55.7132417958299	67.4682285060758	11.754986710245902	4.7989532288833185	ng/ml	NA	4.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	150.0	hr	NA	47.4978951969172	76.6525414906948	29.154646293777603	11.902334508513308	ng/ml	NA	6.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	151.99794896543403	hr	NA	26.4626171989884	30.064919558621	3.602302359632599	1.4706337800539486	ng/ml	NA	7.99794896543403
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	154.0	hr	NA	24.5640646057954	32.0459884670326	7.481923861237199	3.0544826257308717	ng/ml	NA	10.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	156.0	hr	NA	18.8289798137584	25.9056753812807	7.0766955675223	2.8890488675741763	ng/ml	NA	12.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	158.0	hr	NA	18.6297853995158	26.4626171989884	7.832831799472601	3.1977401916256736	ng/ml	NA	14.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	162.0	hr	NA	11.9182494534681	16.5729392386181	4.654689785150001	1.900269147427094	ng/ml	NA	18.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	166.0	hr	NA	8.39049395554481	10.830338542656	2.439844587111189	0.9960623816856526	ng/ml	NA	22.0
FDAMB102002	NA	MAD20	6.0	DAP20M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	168.0	hr	NA	7.95596457398169	10.830338542656	2.874373968674309	1.1734582588651161	ng/ml	NA	24.0
