study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	166.0	hr		5.636352837877777e-05	31.3715369971397	2.0363320782550325e-05	8.313290897643427e-06		22.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	168.0	hr		5.459355297960321e-05	30.7112802769489	2.0518475148810514e-05	8.37663240242715e-06		24.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	312.0	hr		5.3055991769899956e-05					0.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	312.2	hr		7.307147770925447e-05	42.0066826348976	2.9666249249722045e-05	1.2111195540673886e-05		0.2	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	312.5	hr		0.0008983260397310437					0.5	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	313.0	hr		0.0015688681815486057	772.489129415024	0.0003204449533735439	0.00013082110440252163		1.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	313.5	hr		0.0013299569281547768	696.705641743795	0.000374008953044997	0.00015268851569879923		1.5	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	314.0	hr		0.0009170702363880717	433.282651579123	0.00014262960091867899	5.822829074459373e-05		2.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	316.0	hr		0.000483476859894427	233.191654886153	8.685098001222627e-05	3.545676411510252e-05		4.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	318.0	hr		0.00030067523970078486	145.022363106328	5.401280061082291e-05	2.205063351253395e-05		6.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	319.99794896543403	hr		0.0002522693464078455	120.425231204398	4.226032712011557e-05	1.725270630123081e-05		7.99794896543403	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	322.0	hr		0.00017039658811997737	88.3462949380602	4.567611645591832e-05	1.864719645815698e-05		10.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	324.0	hr		0.00014594738587883868	73.3619475374803	3.347739281156229e-05	1.366708838450752e-05		12.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	326.0	hr		0.00010596998373067506	57.2594976618315	3.407227306258718e-05	1.3909947230019146e-05		14.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	330.0	hr		8.101975758285752e-05	45.6239439578659	3.056487617350668e-05	1.2478058446073766e-05		18.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	334.0	hr		5.472519931179854e-05	27.7936886615473	1.3251137256151175e-05	5.409754131525721e-06		22.0	mole/meter^3	ng/ml
FDAMB102002		MAD50	6.0	DAP50M14	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD50	336.0	hr		5.416304188264791e-05	29.5700472126252	1.8157818659929373e-05	7.412898426469e-06		24.0	mole/meter^3	ng/ml
