study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	timeraw
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	24.0	hr	NA	9.38816351498138	11.6015530173997	2.21338950241832	0.737796500806107	ng/ml	NA	24.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	312.225225225225	hr	NA	12.1980475669698	21.4114047529742	9.2133571860044	3.07111906200147	ng/ml	Day 14	0.225225225225223
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	312.5	hr	NA	46.9649856038291	60.3455376901773	13.3805520863482	4.46018402878273	ng/ml	Day 14	0.5
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	313.0	hr	NA	39.7368601952976	49.3796931771434	9.6428329818458	3.21427766061527	ng/ml	Day 14	1.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	313.5	hr	NA	27.6653063603201	35.349811050301	7.6845046899809	2.56150156332697	ng/ml	Day 14	1.5
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	314.0	hr	NA	19.8049702127084	25.3061341796752	5.5011639669668	1.83372132232227	ng/ml	Day 14	2.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	316.0	hr	NA	10.8513524862237	13.7118727490381	2.8605202628144	0.953506754271467	ng/ml	Day 14	4.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	318.0	hr	NA	7.63949262773385	9.49334698646343	1.85385435872958	0.61795145290986	ng/ml	Day 14	6.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	320.0	hr	NA	6.79607345883149	8.68379729921338	1.88772384038189	0.629241280127297	ng/ml	Day 14	8.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	322.0	hr	NA	4.67908883219328	7.42963950759495	2.75055067540167	0.91685022513389	ng/ml	Day 14	10.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	324.0	hr	NA	3.40610525635948	4.91966446729762	1.51355921093814	0.50451973697938	ng/ml	Day 14	12.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	330.0	hr	NA	2.01761691248636	2.37137370566165	0.35375679317529	0.11791893105843	ng/ml	Day 14	18.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD2.5	336.0	hr	NA	1.86624106701352	2.23042229081745	0.36418122380393	0.121393741267977	ng/ml	Day 14	24.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	312.0	hr	NA	7.76823903405252	10.3783671935269	2.61012815947438	0.870042719824793	ng/ml	Day 14	0.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	312.225225225225	hr	NA	34.9581456189408	68.2135996137895	33.2554539948487	11.0851513316162	ng/ml	Day 14	0.225225225225223
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	312.5	hr	NA	165.404906105606	271.563231355148	106.158325249542	35.386108416514	ng/ml	Day 14	0.5
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	313.0	hr	NA	164.486035138826	194.406005767916	29.91997062909	9.97332354303001	ng/ml	Day 14	1.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	313.5	hr	NA	124.497689128414	148.792364446057	24.294675317643	8.098225105881	ng/ml	Day 14	1.5
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	314.0	hr	NA	93.7074658983763	119.071123545254	25.3636576468777	8.45455254895923	ng/ml	Day 14	2.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	316.0	hr	NA	50.4923758662519	61.705315988352	11.2129401221001	3.7376467073667	ng/ml	Day 14	4.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	318.0	hr	NA	38.2171295493026	48.2915302842497	10.0744007349471	3.3581335783157	ng/ml	Day 14	6.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	320.0	hr	NA	34.9581456189408	47.2273468534645	12.2692012345237	4.08973374484124	ng/ml	Day 14	8.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	322.0	hr	NA	21.4114047529742	28.9261292607223	7.5147245077481	2.50490816924937	ng/ml	Day 14	10.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	324.0	hr	NA	16.7568950015874	22.3872113856833	5.6303163840959	1.87677212803197	ng/ml	Day 14	12.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	330.0	hr	NA	9.18127986479804	11.6015530173997	2.42027315260166	0.806757717533887	ng/ml	Day 14	18.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD10	336.0	hr	NA	7.76823903405252	10.731122716217	2.96288368216448	0.987627894054826	ng/ml	Day 14	24.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	312.0	hr	NA	14.4168695151549	17.9153710115604	3.4985014964055	1.1661671654685	ng/ml	Day 14	0.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	312.225225225225	hr	NA	36.1463555463922	75.4083355338257	39.2619799874335	13.0873266624778	ng/ml	Day 14	0.225225225225223
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	312.5	hr	NA	194.406005767916	339.347896340184	144.941890572268	48.3139635240893	ng/ml	Day 14	0.5
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	313.0	hr	NA	288.724654928055	387.890977112346	99.166322184291	33.055440728097	ng/ml	Day 14	1.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	313.5	hr	NA	231.051970882302	259.72641980274	28.674448920438	9.558149640146	ng/ml	Day 14	1.5
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	314.0	hr	NA	177.827941003892	201.013768906372	23.18582790248	7.72860930082667	ng/ml	Day 14	2.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	316.0	hr	NA	95.818995323464	121.754177436784	25.93518211332	8.64506070444	ng/ml	Day 14	4.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	318.0	hr	NA	62.0500213811826	81.524908975969	19.4748875947864	6.49162919826213	ng/ml	Day 14	6.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	320.0	hr	NA	50.4923758662519	65.9712690932403	15.4788932269884	5.1596310756628	ng/ml	Day 14	8.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	322.0	hr	NA	31.098678562548	39.9588428524492	8.8601642899012	2.95338809663373	ng/ml	Day 14	10.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	324.0	hr	NA	23.9349353117479	31.2724056075961	7.3374702958482	2.4458234319494	ng/ml	Day 14	12.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	330.0	hr	NA	14.9901663242004	20.478131268679	5.4879649444786	1.82932164815953	ng/ml	Day 14	18.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin	plasma	LC MS/MS	dapagliflozin_MAD20	336.0	hr	NA	13.3352143216332	18.3190617174141	4.9838473957809	1.6612824652603	ng/ml	Day 14	24.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	0.206456456456455	hr	NA	2.29035805557066	3.84185582437181	1.55149776880115	0.517165922933717	ng/ml	NA	0.206456456456455
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	0.5	hr	NA	31.4473852488682	45.9024375891432	14.455052340275	4.81835078009167	ng/ml	NA	0.5
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	1.0	hr	NA	98.8938038990736	119.479854756519	20.5860508574454	6.8620169524818	ng/ml	NA	1.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	1.5	hr	NA	93.0248618687215	113.01604279831	19.9911809295885	6.6637269765295	ng/ml	NA	1.5
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	2.0	hr	NA	75.7228677653346	92.5089123499886	16.786044584654	5.59534819488467	ng/ml	NA	2.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	4.0	hr	NA	32.154841769777	41.0701765756936	8.9153348059166	2.97177826863887	ng/ml	NA	4.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	6.0	hr	NA	17.6350547204713	21.785335431435	4.1502807109637	1.38342690365457	ng/ml	NA	6.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	8.0	hr	NA	13.8069139559948	17.2470560934556	3.4401421374608	1.14671404582027	ng/ml	NA	8.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	10.0	hr	NA	9.67179864297545	12.2167734899679	2.54497484699245	0.848324948997484	ng/ml	NA	10.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	12.0	hr	NA	7.20257721313795	10.5719375584352	3.36936034529725	1.12312011509908	ng/ml	NA	12.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	18.0	hr	NA	3.534346940727	4.59024375891432	1.05589681818732	0.35196560606244	ng/ml	NA	18.0
Kasichayanula2011a	NA	MAD2.5	9.0	DAP2.5M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD2.5	24.0	hr	NA	3.95019338585253	4.90705873208848	0.95686534623595	0.318955115411983	ng/ml	NA	24.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	0.225225225225225	hr	NA	4.08423865267452	6.70018750350959	2.61594885083507	0.871982950278357	ng/ml	NA	0.225225225225225
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	0.5	hr	NA	104.549911973715	157.785697085307	53.235785111592	17.745261703864	ng/ml	NA	0.5
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	1.0	hr	NA	365.428093697336	453.946666143019	88.518572445683	29.5061908152277	ng/ml	NA	1.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	1.5	hr	NA	345.658581199018	415.295751163621	69.637169964603	23.212389988201	ng/ml	NA	1.5
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	2.0	hr	NA	275.177883859394	343.741433728623	68.563549869229	22.8545166230763	ng/ml	NA	2.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	4.0	hr	NA	110.529514112602	141.175213796166	30.645699683564	10.2152332278547	ng/ml	NA	4.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	6.0	hr	NA	70.4410931417371	94.5900403282372	24.1489471865001	8.0496490621667	ng/ml	NA	6.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	8.0	hr	NA	68.129206905796	103.393384923939	35.264178018143	11.7547260060477	ng/ml	NA	8.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	10.0	hr	NA	44.1496775707688	59.948425031894	15.7987474611252	5.2662491537084	ng/ml	NA	10.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	12.0	hr	NA	30.9270263418541	38.4185582437181	7.491531901864	2.49717730062133	ng/ml	NA	12.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	18.0	hr	NA	16.6810053720005	22.7765490167439	6.0955436447434	2.03184788158113	ng/ml	NA	18.0
Kasichayanula2011a	NA	MAD10	9.0	DAP10M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD10	24.0	hr	NA	14.3550540125198	21.785335431435	7.4302814189152	2.47676047297173	ng/ml	NA	24.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	0.225225225225225	hr	NA	12.7726259297896	23.5494449972719	10.7768190674823	3.5922730224941	ng/ml	NA	0.225225225225225
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	0.5	hr	NA	192.763212124789	363.401297362603	170.638085237814	56.879361745938	ng/ml	NA	0.5
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	1.0	hr	NA	692.755065612937	988.938038990735	296.182973377798	98.7276577925993	ng/ml	NA	1.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	1.5	hr	NA	708.339639169116	904.735724234928	196.396085065812	65.465361688604	ng/ml	NA	1.5
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	2.0	hr	NA	596.159293912378	724.274811291778	128.1155173794	42.7051724598	ng/ml	NA	2.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	4.0	hr	NA	294.170442527707	384.185582437181	90.015139909474	30.0050466364913	ng/ml	NA	4.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	6.0	hr	NA	163.139973142334	213.060241749374	49.92026860704	16.64008953568	ng/ml	NA	6.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	8.0	hr	NA	130.599654790605	170.562698314252	39.963043523647	13.3210145078823	ng/ml	NA	8.0
Kasichayanula2011a	NA	MAD20	9.0	DAP20M	concentration	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	dapagliflozin 3-o-glucuronide_MAD20	10.0	hr	NA	81.8546730706902	105.719375584352	23.8647025136618	7.95490083788727	ng/ml	NA	10.0
