study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	min	max	sd	se	cv	unit	comments
Kasichayanula2013	severe	4.0	DAP50	cmax	dapagliflozin	plasma	HPLC MS/MS	NA	hr	772.0	NA	NA	84.92	NA	11.0	ng/ml	geometric mean
Kasichayanula2013	severe	4.0	DAP50	auc_inf	dapagliflozin	plasma	HPLC MS/MS	NA	hr	4884.0	NA	NA	488.4	NA	10.0	ng/ml*hr	geometric mean
Kasichayanula2013	severe	4.0	DAP50	auc_end	dapagliflozin	plasma	HPLC MS/MS	60.0	hr	4385.0	NA	NA	526.2	NA	12.0	ng/ml*hr	geometric mean
Kasichayanula2013	severe	4.0	DAP50	thalf	dapagliflozin	plasma	HPLC MS/MS	NA	hr	15.0	NA	NA	4.2	NA	NA	hr	NA
Kasichayanula2013	severe	4.0	DAP50	tmax	dapagliflozin	plasma	HPLC MS/MS	NA	hr	1.17	0.75	1.5	NA	NA	NA	hr	median
Kasichayanula2013	severe	4.0	DAP50	clearance_renal	dapagliflozin	plasma	HPLC MS/MS	NA	hr	0.84	NA	NA	0.3864	NA	46.0	ml/min	geometric mean
Kasichayanula2013	severe	4.0	DAP50	clearance	dapagliflozin	plasma	HPLC MS/MS	NA	hr	171.0	NA	NA	17.1	NA	10.0	ml/min	geometric mean
Kasichayanula2013	severe	4.0	DAP50	vd0	dapagliflozin	plasma	HPLC MS/MS	NA	hr	226.0	NA	NA	244.08	NA	108.0	l	NA
Kasichayanula2013	severe	4.0	DAP50	recovery	dapagliflozin	urine	HPLC MS/MS	60.0	hr	0.5	NA	NA	0.2	NA	NA	percent	NA
Kasichayanula2013	healthy	8.0	DAP50	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	960.0	NA	NA	316.8	NA	33.0	ng/ml	geometric mean
Kasichayanula2013	healthy	8.0	DAP50	auc_inf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	4634.0	NA	NA	1390.2	NA	30.0	ng/ml*hr	geometric mean
Kasichayanula2013	healthy	8.0	DAP50	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	60.0	hr	4565.0	NA	NA	1369.5	NA	30.0	ng/ml*hr	geometric mean
Kasichayanula2013	healthy	8.0	DAP50	thalf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	12.1	NA	NA	6.0	NA	NA	hr	NA
Kasichayanula2013	healthy	8.0	DAP50	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	2.0	1.0	3.0	NA	NA	NA	hr	median
Kasichayanula2013	healthy	8.0	DAP50	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	151.0	NA	NA	81.54	NA	54.0	ml/min	geometric mean
Kasichayanula2013	healthy	8.0	DAP50	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	60.0	hr	63.1	NA	NA	24.7	NA	NA	percent	NA
Kasichayanula2013	normal	12.0	DAP50	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	1391.0	NA	NA	403.39	NA	29.0	ng/ml	geometric mean
Kasichayanula2013	normal	12.0	DAP50	auc_inf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	6616.0	NA	NA	2117.12	NA	32.0	ng/ml*hr	geometric mean
Kasichayanula2013	normal	12.0	DAP50	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	60.0	hr	6500.0	NA	NA	2145.0	NA	33.0	ng/ml*hr	geometric mean
Kasichayanula2013	normal	12.0	DAP50	thalf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	11.2	NA	NA	3.7	NA	NA	hr	NA
Kasichayanula2013	normal	12.0	DAP50	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	2.0	1.0	3.0	NA	NA	NA	hr	median
Kasichayanula2013	normal	12.0	DAP50	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	76.0	NA	NA	50.92	NA	67.0	ml/min	geometric mean
Kasichayanula2013	normal	12.0	DAP50	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	60.0	hr	51.5	NA	NA	30.5	NA	NA	percent	NA
Kasichayanula2013	mild 	8.0	DAP50	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	1641.0	NA	NA	426.66	NA	26.0	ng/ml	geometric mean
Kasichayanula2013	mild 	8.0	DAP50	auc_inf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	9830.0	NA	NA	2359.2	NA	24.0	ng/ml*hr	geometric mean
Kasichayanula2013	mild 	8.0	DAP50	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	60.0	hr	9413.0	NA	NA	2164.99	NA	23.0	ng/ml*hr	geometric mean
Kasichayanula2013	mild 	8.0	DAP50	thalf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	17.5	NA	NA	8.2	NA	NA	hr	NA
Kasichayanula2013	mild 	8.0	DAP50	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	2.0	1.0	3.0	NA	NA	NA	hr	median
Kasichayanula2013	mild 	8.0	DAP50	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	75.0	NA	NA	24.75	NA	33.0	ml/min	geometric mean
Kasichayanula2013	mild 	8.0	DAP50	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	60.0	hr	64.3	NA	NA	24.8	NA	NA	percent	NA
Kasichayanula2013	moderate	8.0	DAP50	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	2037.0	NA	NA	631.47	NA	31.0	ng/ml	geometric mean
Kasichayanula2013	moderate	8.0	DAP50	auc_inf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	16831.0	NA	NA	6059.16	NA	36.0	ng/ml*hr	geometric mean
Kasichayanula2013	moderate	8.0	DAP50	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	60.0	hr	15943.0	NA	NA	5580.05	NA	35.0	ng/ml*hr	geometric mean
Kasichayanula2013	moderate	8.0	DAP50	thalf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	16.0	NA	NA	2.7	NA	NA	hr	NA
Kasichayanula2013	moderate	8.0	DAP50	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	1.75	1.0	3.0	NA	NA	NA	hr	median
Kasichayanula2013	moderate	8.0	DAP50	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	43.0	NA	NA	26.66	NA	62.0	ml/min	geometric mean
Kasichayanula2013	moderate	8.0	DAP50	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	60.0	hr	62.6	NA	NA	25.2	NA	NA	percent	NA
Kasichayanula2013	severe	4.0	DAP50	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	1986.0	NA	NA	436.92	NA	22.0	ng/ml	geometric mean
Kasichayanula2013	severe	4.0	DAP50	auc_inf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	22409.0	NA	NA	6946.79	NA	31.0	ng/ml*hr	geometric mean
Kasichayanula2013	severe	4.0	DAP50	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	60.0	hr	19045.0	NA	NA	6856.2	NA	36.0	ng/ml*hr	geometric mean
Kasichayanula2013	severe	4.0	DAP50	thalf	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	12.9	NA	NA	2.4	NA	NA	hr	NA
Kasichayanula2013	severe	4.0	DAP50	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	2.0	1.8	4.0	NA	NA	NA	hr	median
Kasichayanula2013	severe	4.0	DAP50	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	hr	11.0	NA	NA	2.53	NA	23.0	ml/min	geometric mean
Kasichayanula2013	severe	4.0	DAP50	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	60.0	hr	18.5	NA	NA	7.8	NA	NA	percent	NA
