study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	min	max	sd	se	cv	unit	comments
Kasichayanula2013	moderate	6.0	DAP20_d4	clearance_renal	dapagliflozin	plasma	HPLC MS/MS	NA	NA	2.54	NA	NA	1.8034	NA	71.0	ml/min	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d4	recovery	dapagliflozin	urine	HPLC MS/MS	24.0	hr	2.0	NA	NA	2.2	NA	NA	percent	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	cmax	dapagliflozin	plasma	HPLC MS/MS	NA	NA	512.0	NA	NA	117.76	NA	23.0	ng/ml	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d10	auc_end	dapagliflozin	plasma	HPLC MS/MS	24.0	hr	2467.0	NA	NA	912.79	NA	37.0	ng/ml*hr	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d10	tmax	dapagliflozin	plasma	HPLC MS/MS	NA	NA	1.0	0.5	1.5	NA	NA	NA	hr	median
Kasichayanula2013	moderate	6.0	DAP20_d10	clearance	dapagliflozin	plasma	HPLC MS/MS	NA	NA	107.0	NA	NA	37.45	NA	35.0	ml/min	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	vd0	dapagliflozin	plasma	HPLC MS/MS	NA	NA	85.0	NA	NA	20.4	NA	24.0	l	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	clearance_renal	dapagliflozin	plasma	HPLC MS/MS	NA	NA	2.06	NA	NA	1.5862	NA	77.0	ml/min	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d10	recovery	dapagliflozin	urine	HPLC MS/MS	24.0	hr	1.8	NA	NA	1.1	NA	NA	percent	NA
Kasichayanula2013	severe	3.0	DAP20_d4	cmax	dapagliflozin	plasma	HPLC MS/MS	NA	NA	330.0	NA	NA	19.8	NA	6.0	ng/ml	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d4	auc_end	dapagliflozin	plasma	HPLC MS/MS	24.0	hr	1920.0	NA	NA	499.2	NA	26.0	ng/ml*hr	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d4	tmax	dapagliflozin	plasma	HPLC MS/MS	NA	NA	1.0	0.5	2.0	NA	NA	NA	hr	median
Kasichayanula2013	severe	3.0	DAP20_d4	clearance	dapagliflozin	plasma	HPLC MS/MS	NA	NA	155.0	NA	NA	38.75	NA	25.0	ml/min	NA
Kasichayanula2013	severe	3.0	DAP20_d4	vd0	dapagliflozin	plasma	HPLC MS/MS	NA	NA	128.0	NA	NA	29.44	NA	23.0	l	NA
Kasichayanula2013	severe	3.0	DAP20_d4	clearance_renal	dapagliflozin	plasma	HPLC MS/MS	NA	NA	1.42	NA	NA	0.426	NA	30.0	ml/min	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d4	recovery	dapagliflozin	urine	HPLC MS/MS	24.0	hr	0.9	NA	NA	0.4	NA	NA	percent	NA
Kasichayanula2013	severe	3.0	DAP20_d10	cmax	dapagliflozin	plasma	HPLC MS/MS	NA	NA	338.0	NA	NA	54.08	NA	16.0	ng/ml	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d10	auc_end	dapagliflozin	plasma	HPLC MS/MS	24.0	hr	2207.0	NA	NA	595.89	NA	27.0	ng/ml*hr	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d10	tmax	dapagliflozin	plasma	HPLC MS/MS	NA	NA	1.0	0.5	1.0	NA	NA	NA	hr	median
Kasichayanula2013	severe	3.0	DAP20_d10	clearance	dapagliflozin	plasma	HPLC MS/MS	NA	NA	106.0	NA	NA	40.28	NA	38.0	ml/min	NA
Kasichayanula2013	severe	3.0	DAP20_d10	vd0	dapagliflozin	plasma	HPLC MS/MS	NA	NA	116.0	NA	NA	18.56	NA	16.0	l	NA
Kasichayanula2013	severe	3.0	DAP20_d10	clearance_renal	dapagliflozin	plasma	HPLC MS/MS	NA	NA	1.13	NA	NA	0.2147	NA	19.0	ml/min	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d10	recovery	dapagliflozin	urine	HPLC MS/MS	24.0	hr	0.8	NA	NA	0.3	NA	NA	percent	NA
Kasichayanula2013	normal 	4.0	DAP20_d4	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	644.0	NA	NA	135.24	NA	21.0	ng/ml	geometric mean
Kasichayanula2013	normal 	4.0	DAP20_d4	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	24.0	hr	2818.0	NA	NA	1127.2	NA	40.0	ng/ml*hr	geometric mean
Kasichayanula2013	normal 	4.0	DAP20_d4	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	1.8	1.0	2.0	NA	NA	NA	hr	median
Kasichayanula2013	normal 	4.0	DAP20_d4	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	139.0	NA	NA	66.72	NA	48.0	ml/min	geometric mean
Kasichayanula2013	normal 	4.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	24.0	hr	79.9	NA	NA	15.4	NA	NA	percent	NA
Kasichayanula2013	normal 	4.0	DAP20_d10	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	637.0	NA	NA	165.62	NA	26.0	ng/ml	geometric mean
Kasichayanula2013	normal 	4.0	DAP20_d10	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	24.0	hr	2769.0	NA	NA	996.84	NA	36.0	ng/ml*hr	geometric mean
Kasichayanula2013	normal 	4.0	DAP20_d10	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	1.5	1.0	1.5	NA	NA	NA	hr	median
Kasichayanula2013	normal 	4.0	DAP20_d10	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	93.0	NA	NA	61.38	NA	66.0	ml/min	geometric mean
Kasichayanula2013	normal 	4.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	24.0	hr	60.5	NA	NA	33.3	NA	NA	percent	NA
Kasichayanula2013	mild 	4.0	DAP20_d4	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	791.0	NA	NA	245.21	NA	31.0	ng/ml	geometric mean
Kasichayanula2013	mild 	4.0	DAP20_d4	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	24.0	hr	4164.0	NA	NA	916.08	NA	22.0	ng/ml*hr	geometric mean
Kasichayanula2013	mild 	4.0	DAP20_d4	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	1.8	1.5	6.0	NA	NA	NA	hr	median
Kasichayanula2013	mild 	4.0	DAP20_d4	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	79.0	NA	NA	24.49	NA	31.0	ml/min	geometric mean
Kasichayanula2013	mild 	4.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	24.0	hr	68.7	NA	NA	20.9	NA	NA	percent	NA
Kasichayanula2013	mild 	4.0	DAP20_d10	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	843.0	NA	NA	151.74	NA	18.0	ng/ml	geometric mean
Kasichayanula2013	mild 	4.0	DAP20_d10	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	24.0	hr	4278.0	NA	NA	1069.5	NA	25.0	ng/ml*hr	geometric mean
Kasichayanula2013	mild 	4.0	DAP20_d10	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	1.5	1.5	2.0	NA	NA	NA	hr	median
Kasichayanula2013	mild 	4.0	DAP20_d10	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	72.0	NA	NA	35.28	NA	49.0	ml/min	geometric mean
Kasichayanula2013	mild 	4.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	24.0	hr	68.0	NA	NA	27.6	NA	NA	percent	NA
Kasichayanula2013	moderate	6.0	DAP20_d4	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	911.0	NA	NA	346.18	NA	38.0	ng/ml	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d4	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	24.0	hr	6502.0	NA	NA	2535.78	NA	39.0	ng/ml*hr	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d4	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	1.5	1.0	2.0	NA	NA	NA	hr	median
Kasichayanula2013	moderate	6.0	DAP20_d4	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	37.0	NA	NA	19.24	NA	52.0	ml/min	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	24.0	hr	50.1	NA	NA	15.7	NA	NA	percent	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	1088.0	NA	NA	261.12	NA	24.0	ng/ml	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d10	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	24.0	hr	8442.0	NA	NA	3376.8	NA	40.0	ng/ml*hr	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d10	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	1.5	1.0	2.0	NA	NA	NA	hr	median
Kasichayanula2013	moderate	6.0	DAP20_d10	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	37.0	NA	NA	17.76	NA	48.0	ml/min	geometric mean
Kasichayanula2013	moderate	6.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	24.0	hr	66.0	NA	NA	20.6	NA	NA	percent	NA
Kasichayanula2013	severe	3.0	DAP20_d4	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	770.0	NA	NA	161.7	NA	21.0	ng/ml	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d4	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	24.0	hr	7947.0	NA	NA	3655.62	NA	46.0	ng/ml*hr	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d4	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	2.0	1.5	4.0	NA	NA	NA	hr	median
Kasichayanula2013	severe	3.0	DAP20_d4	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	15.0	NA	NA	5.85	NA	39.0	ml/min	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	24.0	hr	27.7	NA	NA	16.0	NA	NA	percent	NA
Kasichayanula2013	severe	3.0	DAP20_d10	cmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	965.0	NA	NA	173.7	NA	18.0	ng/ml	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d10	auc_end	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	24.0	hr	10549.0	NA	NA	3270.19	NA	31.0	ng/ml*hr	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d10	tmax	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	2.0	1.5	4.0	NA	NA	NA	hr	median
Kasichayanula2013	severe	3.0	DAP20_d10	clearance_renal	dapagliflozin 3-o-glucuronide	plasma	HPLC MS/MS	NA	NA	10.0	NA	NA	2.8	NA	28.0	ml/min	geometric mean
Kasichayanula2013	severe	3.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	24.0	hr	23.2	NA	NA	9.8	NA	NA	percent	NA
