study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	min	max	sd	se	cv	unit	comments
Kasichayanula2013	mild	4.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d4_mild	0.0	hr	0.0	NA	NA	0.0	NA	NA	percent	NA
Kasichayanula2013	mild	4.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d4_mild	24.0	hr	68.7	NA	NA	20.9	NA	NA	percent	NA
Kasichayanula2013	mild	4.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d10_mild	0.0	hr	0.0	NA	NA	0.0	NA	NA	percent	NA
Kasichayanula2013	mild	4.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d10_mild	24.0	hr	68.0	NA	NA	27.6	NA	NA	percent	NA
Kasichayanula2013	moderate	6.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d4_moderate	0.0	hr	0.0	NA	NA	0.0	NA	NA	percent	NA
Kasichayanula2013	moderate	6.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d4_moderate	24.0	hr	50.1	NA	NA	15.7	NA	NA	percent	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d10_moderate	0.0	hr	0.0	NA	NA	0.0	NA	NA	percent	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d10_moderate	24.0	hr	66.0	NA	NA	20.6	NA	NA	percent	NA
Kasichayanula2013	severe	3.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d4_severe	0.0	hr	0.0	NA	NA	0.0	NA	NA	percent	NA
Kasichayanula2013	severe	3.0	DAP20_d4	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d4_severe	24.0	hr	27.7	NA	NA	16.0	NA	NA	percent	NA
Kasichayanula2013	severe	3.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d10_severe	0.0	hr	0.0	NA	NA	0.0	NA	NA	percent	NA
Kasichayanula2013	severe	3.0	DAP20_d10	recovery	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_recovery_DAP20_d10_severe	24.0	hr	23.2	NA	NA	9.8	NA	NA	percent	NA
Kasichayanula2013	normal	4.0	DAP20_d4	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d4_normal	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	normal	4.0	DAP20_d4	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d4_normal	24.0	hr	0.27999999999999997	NA	NA	0.1	NA	NA	mg	NA
Kasichayanula2013	normal	4.0	DAP20_d10	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d10_normal	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	normal	4.0	DAP20_d10	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d10_normal	24.0	hr	0.34	NA	NA	0.1	NA	NA	mg	NA
Kasichayanula2013	mild	4.0	DAP20_d4	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d4_mild	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	mild	4.0	DAP20_d4	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d4_mild	24.0	hr	0.22000000000000003	NA	NA	0.08	NA	NA	mg	NA
Kasichayanula2013	mild	4.0	DAP20_d10	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d10_mild	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	mild	4.0	DAP20_d10	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d10_mild	24.0	hr	0.24	NA	NA	0.1	NA	NA	mg	NA
Kasichayanula2013	moderate	6.0	DAP20_d4	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d4_moderate	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	moderate	6.0	DAP20_d4	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d4_moderate	24.0	hr	0.4	NA	NA	0.44000000000000006	NA	NA	mg	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d10_moderate	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d10_moderate	24.0	hr	0.36000000000000004	NA	NA	0.22000000000000003	NA	NA	mg	NA
Kasichayanula2013	severe	3.0	DAP20_d4	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d4_severe	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	severe	3.0	DAP20_d4	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d4_severe	24.0	hr	0.18000000000000002	NA	NA	0.08	NA	NA	mg	NA
Kasichayanula2013	severe	3.0	DAP20_d10	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d10_severe	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	severe	3.0	DAP20_d10	cumulative amount	dapagliflozin	urine	HPLC MS/MS	dapagliflozin_cumulative amount_DAP20_d10_severe	24.0	hr	0.16	NA	NA	0.06	NA	NA	mg	NA
Kasichayanula2013	normal	4.0	DAP20_d4	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d4_normal	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	normal	4.0	DAP20_d4	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d4_normal	24.0	hr	15.98	NA	NA	3.08	NA	NA	mg	NA
Kasichayanula2013	normal	4.0	DAP20_d10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d10_normal	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	normal	4.0	DAP20_d10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d10_normal	24.0	hr	12.1	NA	NA	6.659999999999999	NA	NA	mg	NA
Kasichayanula2013	mild	4.0	DAP20_d4	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d4_mild	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	mild	4.0	DAP20_d4	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d4_mild	24.0	hr	13.740000000000002	NA	NA	4.18	NA	NA	mg	NA
Kasichayanula2013	mild	4.0	DAP20_d10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d10_mild	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	mild	4.0	DAP20_d10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d10_mild	24.0	hr	13.600000000000001	NA	NA	5.5200000000000005	NA	NA	mg	NA
Kasichayanula2013	moderate	6.0	DAP20_d4	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d4_moderate	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	moderate	6.0	DAP20_d4	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d4_moderate	24.0	hr	10.02	NA	NA	3.14	NA	NA	mg	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d10_moderate	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	moderate	6.0	DAP20_d10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d10_moderate	24.0	hr	13.200000000000001	NA	NA	4.12	NA	NA	mg	NA
Kasichayanula2013	severe	3.0	DAP20_d4	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d4_severe	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	severe	3.0	DAP20_d4	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d4_severe	24.0	hr	5.539999999999999	NA	NA	3.2	NA	NA	mg	NA
Kasichayanula2013	severe	3.0	DAP20_d10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d10_severe	0.0	hr	0.0	NA	NA	0.0	NA	NA	mg	NA
Kasichayanula2013	severe	3.0	DAP20_d10	cumulative amount	dapagliflozin 3-o-glucuronide	urine	HPLC MS/MS	dapagliflozin 3-o-glucuronide_cumulative amount_DAP20_d10_severe	24.0	hr	4.64	NA	NA	1.96	NA	NA	mg	NA
