study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	timeraw
FDAMB102003	NA	MAD5	10.0	DAP5M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD5	336.0	hr	NA	36.8038740920096	NA	NA	NA	g	NA	24.0
FDAMB102003	NA	MAD25	12.0	DAP25M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD25	316.0	hr	NA	11.138014527845	NA	NA	NA	g	NA	4.0
FDAMB102003	NA	MAD25	12.0	DAP25M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD25	320.0	hr	NA	17.9176755447941	NA	NA	NA	g	NA	8.0
FDAMB102003	NA	MAD25	12.0	DAP25M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD25	324.0	hr	NA	31.9612590799031	NA	NA	NA	g	NA	12.0
FDAMB102003	NA	MAD25	12.0	DAP25M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD25	328.0	hr	NA	44.5520581113801	NA	NA	NA	g	NA	16.0
FDAMB102003	NA	MAD25	12.0	DAP25M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD25	332.0	hr	NA	57.6271186440677	NA	NA	NA	g	NA	20.0
FDAMB102003	NA	MAD25	12.0	DAP25M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD25	336.0	hr	NA	70.2179176755448	NA	NA	NA	g	NA	24.0
FDAMB102003	NA	MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	316.0	hr	NA	11.138014527845	NA	NA	NA	g	NA	4.0
FDAMB102003	NA	MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	320.0	hr	NA	17.9176755447941	NA	NA	NA	g	NA	8.0
FDAMB102003	NA	MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	324.0	hr	NA	32.9297820823244	NA	NA	NA	g	NA	12.0
FDAMB102003	NA	MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	328.0	hr	NA	44.5520581113801	NA	NA	NA	g	NA	16.0
FDAMB102003	NA	MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	332.0	hr	NA	57.1428571428571	NA	NA	NA	g	NA	20.0
FDAMB102003	NA	MAD100	14.0	DAP100M	cumulative amount	glucose	urine	LC MS/MS	uge_MAD100	336.0	hr	NA	69.2493946731234	NA	NA	NA	g	NA	24.0
