study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	min	max	sd	se	cv	unit	comments
Kasichayanula2013a	RIF	14.0	DAP10, RIF	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	hr	556.6	NA	NA	NA	15.0	NA	ng/ml*hr	geometric mean 
Kasichayanula2013a	RIF	14.0	DAP10, RIF	tmax	dapagliflozin	plasma	LC MS/MS	NA	hr	0.75	0.5	1.5	NA	NA	NA	hr	median
Kasichayanula2013a	RIF	14.0	DAP10, RIF	thalf	dapagliflozin	plasma	LC MS/MS	NA	hr	11.4	NA	NA	5.9	NA	NA	hr	NA
Kasichayanula2013a	RIF	14.0	DAP10, RIF	clearance	dapagliflozin	plasma	LC MS/MS	NA	hr	385.0	NA	NA	NA	NA	20.0	ml/min	NA
Kasichayanula2013a	RIF	14.0	DAP10, RIF	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.111	NA	NA	0.031	NA	NA	mg	NA
Kasichayanula2013a	MFA	16.0	DAP10, MFA	cmax	dapagliflozin	plasma	LC MS/MS	NA	hr	114.0	NA	NA	NA	NA	28.0	ng/ml	geometric mean 
Kasichayanula2013a	MFA	16.0	DAP10, MFA	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	hr	709.0	NA	NA	NA	28.0	NA	ng/ml*hr	geometric mean 
Kasichayanula2013a	MFA	16.0	DAP10, MFA	tmax	dapagliflozin	plasma	LC MS/MS	NA	hr	0.75	0.5	2.0	NA	NA	NA	hr	median
Kasichayanula2013a	MFA	16.0	DAP10, MFA	thalf	dapagliflozin	plasma	LC MS/MS	NA	hr	13.7	NA	NA	5.6	NA	NA	hr	NA
Kasichayanula2013a	MFA	16.0	DAP10, MFA	clearance	dapagliflozin	plasma	LC MS/MS	NA	hr	200.0	NA	NA	22.0	NA	NA	ml/min	NA
Kasichayanula2013a	MFA	16.0	DAP10, MFA	cumulative amount	dapagliflozin	urine	LC MS/MS	24.0	hr	0.22499999999999998	NA	NA	0.06999999999999999	NA	NA	mg	NA
Kasichayanula2013a	RIF	14.0	DAP10, RIF	cmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	166.6	NA	NA	NA	NA	17.0	ng/ml	geometric mean 
Kasichayanula2013a	RIF	14.0	DAP10, RIF	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	562.7	NA	NA	NA	15.0	NA	ng/ml*hr	geometric mean 
Kasichayanula2013a	RIF	14.0	DAP10, RIF	tmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	1.5	1.0	1.5	NA	NA	NA	hr	median
Kasichayanula2013a	RIF	14.0	DAP10, RIF	thalf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	2.5	NA	NA	0.7	NA	NA	hr	NA
Kasichayanula2013a	RIF	14.0	DAP10, RIF	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	0.91	NA	NA	0.26	NA	NA	ng/ml*hr	metabolite: parent ratio
Kasichayanula2013a	RIF	14.0	DAP10, RIF	clearance	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	209.0	NA	NA	NA	NA	23.0	ml/min	NA
Kasichayanula2013a	RIF	14.0	DAP10, RIF	cumulative amount	dapagliflozin 3-o-glucuronide	urine	LC MS/MS	24.0	hr	5.02	NA	NA	0.98	NA	NA	mg	NA
Kasichayanula2013a	MFA	16.0	DAP10, MFA	cmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	117.7	NA	NA	NA	NA	28.0	ng/ml	geometric mean 
Kasichayanula2013a	MFA	16.0	DAP10, MFA	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	731.3	NA	NA	NA	28.0	NA	ng/ml*hr	geometric mean 
Kasichayanula2013a	MFA	16.0	DAP10, MFA	tmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	1.5	1.0	2.0	NA	NA	NA	hr	median
Kasichayanula2013a	MFA	16.0	DAP10, MFA	thalf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	11.7	NA	NA	5.8	NA	NA	hr	NA
Kasichayanula2013a	MFA	16.0	DAP10, MFA	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	0.64	NA	NA	0.26	NA	NA	ng/ml*hr	metabolite: parent ratio
Kasichayanula2013a	MFA	16.0	DAP10, MFA	clearance	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	hr	210.0	NA	NA	NA	NA	19.0	ml/min	NA
Kasichayanula2013a	MFA	16.0	DAP10, MFA	cumulative amount	dapagliflozin 3-o-glucuronide	urine	LC MS/MS	24.0	hr	6.29	NA	NA	0.8699999999999999	NA	NA	mg	NA
