study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	min	max	sd	se	cv	unit	comments
Kasichayanula2011	moderate	6.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	614.0	NA	NA	NA	NA	40.0	ng/ml*hr	NA
Kasichayanula2011	moderate	6.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	632.0	NA	NA	NA	NA	40.0	ng/ml*hr	geometric mean
Kasichayanula2011	moderate	6.0	DAP10	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	8.1	NA	NA	2.9	NA	NA	hr	NA
Kasichayanula2011	severe	6.0	DAP10	cmax	dapagliflozin	plasma	LC MS/MS	NA	NA	190.0	NA	NA	NA	NA	40.0	ng/ml	geometric mean
Kasichayanula2011	severe	6.0	DAP10	tmax	dapagliflozin	plasma	LC MS/MS	NA	NA	0.75	0.5	4.0	NA	NA	NA	hr	median
Kasichayanula2011	severe	6.0	DAP10	auc_end	dapagliflozin	plasma	LC MS/MS	48.0	hr	762.0	NA	NA	NA	NA	22.0	ng/ml*hr	NA
Kasichayanula2011	severe	6.0	DAP10	auc_inf	dapagliflozin	plasma	LC MS/MS	NA	NA	776.0	NA	NA	NA	NA	22.0	ng/ml*hr	geometric mean
Kasichayanula2011	severe	6.0	DAP10	thalf	dapagliflozin	plasma	LC MS/MS	NA	NA	6.1	NA	NA	1.4	NA	NA	hr	NA
Kasichayanula2011	healthy	6.0	DAP10	cmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	196.0	NA	NA	NA	NA	41.0	ng/ml	geometric mean
Kasichayanula2011	healthy	6.0	DAP10	tmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	1.25	1.0	3.0	NA	NA	NA	hr	median
Kasichayanula2011	healthy	6.0	DAP10	auc_end	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	48.0	hr	803.0	NA	NA	NA	NA	38.0	ng/ml*hr	NA
Kasichayanula2011	healthy	6.0	DAP10	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	837.0	NA	NA	NA	NA	38.0	ng/ml*hr	geometric mean
Kasichayanula2011	healthy	6.0	DAP10	thalf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	16.4	NA	NA	15.2	NA	NA	hr	NA
Kasichayanula2011	mild 	6.0	DAP10	cmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	203.0	NA	NA	NA	NA	60.0	ng/ml	geometric mean
Kasichayanula2011	mild 	6.0	DAP10	tmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	2.0	1.0	4.17	NA	NA	NA	hr	median
Kasichayanula2011	mild 	6.0	DAP10	auc_end	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	48.0	hr	853.0	NA	NA	NA	NA	46.0	ng/ml*hr	NA
Kasichayanula2011	mild 	6.0	DAP10	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	889.0	NA	NA	NA	NA	44.0	ng/ml*hr	geometric mean
Kasichayanula2011	mild 	6.0	DAP10	thalf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	10.5	NA	NA	5.1	NA	NA	hr	NA
Kasichayanula2011	moderate	6.0	DAP10	cmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	310.0	NA	NA	NA	NA	53.0	ng/ml	geometric mean
Kasichayanula2011	moderate	6.0	DAP10	tmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	1.75	1.5	3.0	NA	NA	NA	hr	median
Kasichayanula2011	moderate	6.0	DAP10	auc_end	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	48.0	hr	1650.0	NA	NA	NA	NA	49.0	ng/ml*hr	NA
Kasichayanula2011	moderate	6.0	DAP10	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	1670.0	NA	NA	NA	NA	49.0	ng/ml*hr	geometric mean
Kasichayanula2011	moderate	6.0	DAP10	thalf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	9.3	NA	NA	7.2	NA	NA	hr	NA
Kasichayanula2011	severe	6.0	DAP10	cmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	168.0	NA	NA	NA	NA	43.0	ng/ml	geometric mean
Kasichayanula2011	severe	6.0	DAP10	tmax	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	2.0	1.5	6.0	NA	NA	NA	hr	median
Kasichayanula2011	severe	6.0	DAP10	auc_end	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	48.0	hr	1049.0	NA	NA	NA	NA	34.0	ng/ml*hr	NA
Kasichayanula2011	severe	6.0	DAP10	auc_inf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	1082.0	NA	NA	NA	NA	32.0	ng/ml*hr	geometric mean
Kasichayanula2011	severe	6.0	DAP10	thalf	dapagliflozin 3-o-glucuronide	plasma	LC MS/MS	NA	NA	6.0	NA	NA	1.7	NA	NA	hr	NA
